Model,Score,regressor_model__bagging_fraction,regressor_model__bagging_freq,regressor_model__bagging_seed,regressor_model__feature_fraction,regressor_model__feature_fraction_seed,regressor_model__learning_rate,regressor_model__max_bin,regressor_model__n_estimators,regressor_model__num_leaves,regressor_model__objective,regressor_model__random_state,regressor_model__verbose
LGB,0.7875765288633425,1.0,7,1,0.5261563195471598,5,0.08397461054914963,250,6000,20,regression,0,-10
