Model,Score,regressor_model__colsample_bytree,regressor_model__gamma,regressor_model__learning_rate,regressor_model__max_depth,regressor_model__min_child_weight,regressor_model__n_estimators,regressor_model__nthread,regressor_model__random_state,regressor_model__reg_alpha,regressor_model__reg_lambda,regressor_model__subsample
XGB,0.8204505695133609,0.48210461844841895,0.026926851367565053,0.048355160425415884,6,0.2897300023434098,4097,-1,0,0.30572233107410646,0.04061264013166344,0.8415169600837351
