area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
49.6,15625.0,0,4,3,2021.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
49.6,15625.0,0,3,3,2021.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50.15,16331.0,2,2,3,2014.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53.23,15405.0,3,3,3,2013.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53.25,15944.0,2,3,3,2013.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
62.13,14470.0,0,3,2,2008.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
70.71,13789.0,1,2,3,2023.0,True,50.0944444,19.8822222,5.346341640152836,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
79.0,12595.0,3,3,3,2012.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
58.73,17878.0,2,2,4,2017.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68.0,18897.0,1,4,3,2020.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86.17,15899.0,1,2,3,2012.0,True,50.0944444,19.8822222,5.346341640152836,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24.0,17042.0,1,10,1,2012.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.41,18795.0,9,10,1,1980.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.75,13578.0,3,10,1,1975.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.54,16800.0,8,10,1,1997.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.75,14200.0,3,10,1,1975.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,16176.0,0,15,2,1968.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,16765.0,0,10,2,1960.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,14170.0,0,6,2,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,17000.0,1,3,1,1960.0,False,50.0813526,19.9046355,3.183966519051419,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,14975.0,0,3,2,2001.0,False,50.0766632,19.8936989,3.521128070426905,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,14975.0,0,3,2,2001.0,False,50.0766632,19.8936989,3.521128070426905,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.5,15520.0,1,5,2,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.67,14972.0,0,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.67,14992.0,0,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.67,14996.0,0,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.58,15000.0,0,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.72,16516.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,16500.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,16500.0,1,2,2,2022.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.84,16730.0,1,2,2,2012.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.72,17016.0,1,3,2,2023.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,17000.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,17000.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,17000.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.84,17000.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.56,17200.0,0,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.64,17167.0,1,2,2,2023.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.76,17700.0,1,2,2,2023.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.7,19607.0,3,7,2,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.23,18323.0,6,7,2,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46.34,16380.0,4,7,2,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.86,14017.0,6,10,3,1974.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,13982.0,6,1,3,1974.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58.15,13224.0,1,6,2,2002.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.86,17181.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.81,17219.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.68,17174.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.49,17272.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.68,17200.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.86,14382.0,6,10,3,1974.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.81,17700.0,1,2,2,2023.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.86,17700.0,1,2,3,2012.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.86,17700.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.86,17700.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.86,17700.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.0,14722.0,6,10,3,2012.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.3,14641.0,7,10,3,1975.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.68,17700.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.68,17700.0,1,2,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.0,14464.0,10,11,3,1981.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,17083.0,8,10,3,1970.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,14909.0,10,10,3,1970.0,True,50.0786786,19.8882695,3.968422460290322,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.0,15000.0,1,10,2,2009.0,False,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.5,17071.0,1,5,2,2007.0,True,50.0813526,19.9046355,3.183966519051419,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.51,17024.0,1,10,3,1974.0,False,50.0786786,19.8882695,3.968422460290322,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.44,16600.0,0,3,2,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53.3,17700.0,1,2,3,2023.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.42,15120.0,0,7,3,2026.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60.5,15920.0,1,4,3,2012.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.5,15430.0,3,4,3,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.0,19796.0,2,4,2,2018.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,17900.0,4,4,3,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60.77,16291.0,7,12,2,2008.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.03,16385.0,1,2,3,2012.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.5,16180.0,4,4,3,2012.0,False,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.03,17200.0,1,2,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.73,17787.0,4,5,3,2009.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,14653.0,3,10,4,1998.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68.04,16805.0,0,3,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.03,19000.0,2,2,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60.89,19379.0,2,2,3,2012.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76.68,15697.0,1,7,4,2026.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76.78,15887.0,3,7,4,2025.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77.26,16000.0,0,3,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,20783.0,1,3,4,2021.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138.0,9312.0,3,4,5,1995.0,False,50.0779099,19.9064117,2.837154216431528,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84.63,16212.0,1,2,4,2024.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83.06,16675.0,0,2,4,2024.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81.47,17211.0,1,3,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80.0,18125.0,2,3,3,2000.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84.63,17500.0,1,1,4,2024.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83.52,18203.0,1,3,3,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83.06,18493.0,0,2,4,2024.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83.06,18493.0,0,1,4,2024.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128.0,12109.0,3,4,4,1930.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155.91,12180.0,0,2,5,2024.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100.0,19500.0,1,2,4,2003.0,True,50.0786786,19.8882695,3.968422460290322,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103.22,19534.0,2,2,4,2012.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116.76,18360.0,2,4,4,2022.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95.09,25110.0,4,4,4,2023.0,True,50.0786786,19.8882695,3.968422460290322,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,16969.7,2,9,1,2012.0,False,50.0833247,19.869783648014888,5.377866737489731,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,17000.0,1,3,1,1958.0,False,50.0833247,19.869783648014888,5.377866737489731,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.81,14316.43,1,3,2,2012.0,True,50.0833247,19.869783648014888,5.377866737489731,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.51,17024.4,1,10,3,1974.0,True,50.0833247,19.869783648014888,5.377866737489731,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73.43,15750.01,1,7,4,2025.0,True,50.0833247,19.869783648014888,5.377866737489731,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.0,22698.41,6,6,3,2016.0,True,50.0873725,19.8926218,4.268554348303307,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
142.0,14788.73,2,2,4,2020.0,True,50.0833247,19.869783648014888,5.377866737489731,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51.5,16485.44,0,4,2,2015.0,True,50.07794,19.8999389,3.2112387122647634,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.38,15090.71,0,3,2,1960.0,False,50.07790415,19.898142660668107,3.3163296131371385,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,14545.45,0,10,3,1970.0,False,50.0759556,19.90571,2.7466838010593486,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.47,14140.45,0,2,1,1940.0,True,50.090922,19.8716922,5.68957630216315,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.85,13578.6,2,10,3,1975.0,False,50.090922,19.8716922,5.68957630216315,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.64,17228.0,8,10,2,1980.0,False,50.090922,19.8716922,5.68957630216315,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.52,15700.81,9,10,3,1969.0,False,50.090922,19.8716922,5.68957630216315,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,17916.67,9,10,1,1980.0,False,50.0759556,19.90571,2.7466838010593486,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.34,17523.56,1,10,1,2012.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,10400.0,4,4,2,2000.0,True,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,13840.91,9,10,3,1970.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.71,17222.07,1,10,2,1970.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,15750.0,0,3,2,1970.0,True,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,14545.45,0,10,3,1970.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,15000.0,0,10,3,1970.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68.0,15900.0,3,5,3,2008.0,True,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.84,17575.5,2,10,1,1970.0,True,50.0759556,19.90571,2.7466838010593486,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.34,18209.08,1,10,1,1985.0,True,50.0759556,19.90571,2.7466838010593486,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53.0,15981.13,3,5,2,2023.0,True,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69.0,13116.0,0,2,3,2024.0,True,50.0759556,19.90571,2.7466838010593486,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.64,16807.0,8,10,2,1980.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,17917.0,9,10,1,1980.0,False,50.0759556,19.90571,2.7466838010593486,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64.91,15390.54,0,6,3,2021.0,False,50.0303705,19.9278441,3.5653476303860745,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79.15,7694.25,0,1,4,2024.0,True,50.0640568,20.1928806,18.244827355795813,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56.68,16760.76,2,3,2,1905.0,False,50.0540934,19.9439961,0.986233965075163,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51.75,20289.86,2,3,1,2013.0,False,50.0540934,19.9439961,0.986233965075163,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52.0,20192.31,2,4,1,1920.0,False,50.0540934,19.9439961,0.986233965075163,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52.0,23076.92,2,4,1,1920.0,False,50.0540934,19.9439961,0.986233965075163,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70.42,24389.38,2,3,3,2023.0,True,50.0678875,19.8926929811756,3.254317024105689,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
70.56,24489.8,3,3,3,2023.0,True,50.0678875,19.8926929811756,3.254317024105689,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
101.7,24269.42,2,3,4,2023.0,True,50.0678875,19.8926929811756,3.254317024105689,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68.14,24289.7,0,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
83.77,23835.5,0,3,4,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
62.8,24824.84,1,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
101.52,18150.0,1,3,4,2023.0,True,50.0689686,19.892385,3.3025146481637204,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56.44,18000.0,0,3,2,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69.63,17950.01,0,4,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69.63,17950.01,0,4,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69.63,18250.01,0,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
70.75,18250.01,1,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
70.69,19250.01,0,4,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81.52,18950.0,1,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
81.6,19200.0,2,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
