area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
80.0,17438.0,2,3,3,2000.0,True,50.0764847,19.8956255,3.3906327717845626,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56.38,14172.0,10,10,3,2012.0,True,50.07735735,19.89067980886145,3.7478065412437154,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.1,14739.0,6,10,2,1965.0,False,50.0573772,19.9789268,3.012546699555908,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
44.5,16831.0,1,4,2,1969.0,False,50.0573772,19.9789268,3.012546699555908,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
80.29,13937.0,2,2,4,1950.0,True,50.0573772,19.9789268,3.012546699555908,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
68.8,14462.0,0,6,3,2013.0,True,50.03775695,19.96700891247428,3.417170441668904,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71.0,13930.0,3,5,4,2013.0,True,50.0368535,19.9672388,3.5064890458790883,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.5,16154.0,0,4,3,1970.0,False,50.0089381,20.011181,7.903157284899458,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.27,14861.0,1,4,2,1980.0,False,50.0334917,19.9698424,3.9170245972132274,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
47.1,14820.0,3,6,2,2023.0,True,50.0334917,19.9698424,3.9170245972132274,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.5,16154.0,0,4,3,1974.0,False,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45.5,16242.0,2,4,3,1980.0,True,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50.0,15980.0,8,11,2,1990.0,False,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.79,17500.0,3,6,2,2014.0,True,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72.2,13500.0,3,4,4,1989.0,False,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
68.8,14500.0,0,6,3,2013.0,True,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71.71,16037.0,1,5,4,2013.0,True,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
75.0,18000.0,2,5,3,2009.0,True,50.0334917,19.9698424,3.9170245972132274,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38.0,13919.0,4,7,2,2012.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,14211.0,10,11,2,2012.0,False,50.0101428,20.0084899,7.6752525776300144,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.0,13532.0,2,7,2,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.5,16000.0,0,4,3,1970.0,False,50.0101428,20.0084899,7.6752525776300144,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.5,16154.0,2,4,3,2012.0,False,50.0101428,20.0084899,7.6752525776300144,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54.58,13700.0,7,7,3,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66.7,12189.0,1,7,3,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69.0,11812.0,1,7,3,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61.8,13300.0,1,7,3,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66.7,12399.0,1,7,3,2023.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69.72,13300.0,7,7,3,2024.0,True,50.0101428,20.0084899,7.6752525776300144,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.66,22098.0,0,3,3,2017.0,True,50.0053414,20.0193291,8.59119226874446,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.66,19943.0,0,3,3,2017.0,True,50.0401172,19.9630448,3.036267647556301,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74.92,19341.0,2,5,3,2009.0,True,50.0401172,19.9630448,3.036267647556301,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19.0,14211.0,0,3,1,1980.0,False,50.0864134,19.9146599,3.173311553880742,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.0,14950.0,0,3,1,2012.0,False,50.086229,19.9143751,3.1661414976710867,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41.7,14317.0,4,4,2,1976.0,False,50.086229,19.9143751,3.1661414976710867,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41.0,15854.0,3,4,2,1960.0,False,50.086229,19.9143751,3.1661414976710867,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.12,28000.0,0,4,1,2018.0,False,50.0586468,19.9472825,0.7964470137548337,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
150.0,13000.0,4,5,6,1927.0,False,50.0581332,19.9469064,0.8005004689996318,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
103.0,26214.0,3,5,3,1938.0,False,50.0581332,19.9469064,0.8005004689996318,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
104.0,26923.0,3,5,3,1939.0,False,50.0581332,19.9469064,0.8005004689996318,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26.77,15652.0,0,3,1,2023.0,False,50.0275818,19.9696293,4.455334672655278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.77,15689.0,1,2,2,1980.0,False,50.0275818,19.9696293,4.455334672655278,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.77,15689.0,0,3,1,2023.0,False,50.0275818,19.9696293,4.455334672655278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.77,15689.0,0,3,1,2023.0,False,50.0275818,19.9696293,4.455334672655278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27.0,15556.0,1,2,1,1980.0,True,50.0275818,19.9696293,4.455334672655278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28.0,15000.0,0,3,1,2023.0,False,50.0275818,19.9696293,4.455334672655278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66.34,13416.0,1,2,4,2023.0,True,50.0254303,19.9701109,4.678760668901362,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
66.34,13416.0,1,2,4,2023.0,True,50.0254303,19.9701109,4.678760668901362,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
66.34,14622.0,1,2,4,2022.0,True,50.0254303,19.9701109,4.678760668901362,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
65.3,12695.0,1,5,3,2025.0,True,50.0852806,19.9019807,3.625101966543311,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36.0,14722.0,7,10,2,1975.0,False,50.0829034,19.9526324,2.5836068894107385,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38.0,18132.0,2,6,2,2024.0,True,50.0829034,19.9526324,2.5836068894107385,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60.0,12500.0,5,9,2,1990.0,False,50.0829034,19.9526324,2.5836068894107385,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
49.76,15822.0,3,4,3,1968.0,False,50.0829034,19.9526324,2.5836068894107385,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60.9,14762.0,1,4,3,1960.0,False,50.0829034,19.9526324,2.5836068894107385,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
63.0,14270.0,1,4,3,1966.0,False,50.0829034,19.9526324,2.5836068894107385,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69.0,14768.0,4,6,4,2024.0,True,50.0829034,19.9526324,2.5836068894107385,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32.0,16250.0,1,2,1,1955.0,False,50.0574878,19.9533977,1.247080756850261,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
34.03,15545.0,6,10,1,1980.0,False,50.01395,19.94957,5.398152488176914,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35.3,14023.0,8,10,1,1980.0,False,50.0129458,19.9608485,5.692273268944426,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
60.7,14200.0,7,10,3,2023.0,True,50.0129458,19.9608485,5.692273268944426,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54.13,21522.0,0,3,3,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69.17,17132.0,1,3,4,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67.54,17693.0,0,3,4,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
67.54,19914.0,0,3,4,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69.17,19589.0,1,3,4,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
71.2,21489.0,1,3,4,2024.0,False,50.0835063,19.9133064,2.954748293067332,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51.97,15799.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,15800.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,16000.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.84,17200.0,0,1,3,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,17196.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,17196.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
52.31,17085.0,0,1,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,17200.0,1,2,3,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
52.05,17201.0,0,1,3,2012.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51.97,17313.0,0,1,3,2012.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.12,15600.0,1,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.12,15600.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.12,16800.0,1,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.12,17111.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.76,17000.0,2,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.0,17095.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17000.0,0,1,4,2012.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17000.0,0,1,4,2012.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17000.0,0,1,4,2012.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,16267.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.93,16205.0,1,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.08,17586.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,1,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,1,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116.65,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,16800.0,0,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,16865.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.97,16800.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.34,17004.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,17065.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.97,17000.0,1,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125.08,17000.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125.08,17000.0,0,1,4,2012.0,True,50.0683302,19.8500249,6.27143077754863,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125.08,17000.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.34,17500.0,1,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.37,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.45,17551.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.81,17500.0,0,1,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125.0,17478.0,0,1,4,2012.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.97,17500.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124.97,17500.0,1,2,4,2023.0,True,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
125.08,17500.0,0,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
91.0,27462.0,1,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90.6,16800.0,1,1,4,2023.0,False,50.0683302,19.8500249,6.27143077754863,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109.86,10500.0,0,4,1,2023.0,False,50.0680141,19.9524045,1.27699286935698,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28.75,23478.0,1,4,1,2025.0,False,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28.75,25404.0,4,4,1,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34.11,23424.0,1,4,1,2025.0,False,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34.11,23761.0,2,4,1,2012.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34.11,24611.0,4,4,1,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39.79,21287.0,1,4,1,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40.04,21264.0,1,4,1,2012.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54.96,19701.0,0,4,2,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
56.08,19701.0,0,4,2,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
56.08,19701.0,0,4,1,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
67.19,20532.0,2,4,3,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
69.1,20984.0,2,4,3,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
96.79,19583.0,2,4,4,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
96.79,19933.0,3,4,4,2025.0,True,50.0694699,19.9496652,1.2228928335244815,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30.67,19530.0,2,4,1,2018.0,False,50.0846035,19.8861483,4.441674965526128,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,16512.0,3,3,2,2017.0,True,50.0846035,19.8861483,4.441674965526128,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62.54,17109.0,2,7,3,2020.0,True,50.0846035,19.8861483,4.441674965526128,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69.0,15884.0,5,7,3,2020.0,True,50.0846035,19.8861483,4.441674965526128,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.19,19564.0,1,3,1,2012.0,False,50.0562478,19.9513635,1.181347468490199,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
52.0,13442.0,0,3,2,1959.0,False,50.0751444,20.0281025,6.646785584256439,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25.1,16693.0,2,4,1,1971.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.1,16693.0,2,4,1,2012.0,True,50.0194862,19.9867585,5.887786214307393,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,16800.0,2,4,1,1970.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.1,16733.0,2,4,1,2012.0,False,50.0194862,19.9867585,5.887786214307393,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.1,16733.0,2,4,1,1971.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.1,16733.0,2,4,1,1971.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.1,17928.0,2,4,1,2012.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.15,17893.0,2,4,1,2012.0,False,50.0194862,19.9867585,5.887786214307393,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,15533.0,1,4,2,1971.0,True,50.0194862,19.9867585,5.887786214307393,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.2,16855.0,2,4,2,1970.0,False,50.0194862,19.9867585,5.887786214307393,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.5,14000.0,1,4,2,2012.0,True,50.0401723,19.9746482,3.5945360219442715,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.5,15580.0,1,4,2,2023.0,True,50.0401723,19.9746482,3.5945360219442715,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40.28,15800.0,1,3,2,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44.61,14700.0,0,3,2,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39.98,16600.0,3,3,2,2025.0,False,50.0401723,19.9746482,3.5945360219442715,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
