url,name/title,address,price,area,price-per-area,floor/store,no of rooms,year of construction,parking space,market,form of ownership,condition,rent,heating,advertiser type,elevator,outdoor area,building type,building material
https://www.otodom.pl/pl/oferta/nowe-2-pok-pod-klucz-44m2-garaz-ok-wroclawskiej-ID4pT2v,NOWE 2-pok POD KLUCZ 44m2 garaż ok. Wrocławskiej,"ul. Wrocławska, Krowodrza, Krowodrza, Kraków, małopolskie",865 000 zł,"43,5 m²",19 885 zł/m²,2/4,2,2024,garaż/miejsce parkingowe,wtórny,pełna własność,do zamieszkania,,miejskie,biuro nieruchomości,tak,balkon,blok,brak informacji
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-balkon-ID4oOVm,2-pokojowe mieszkanie 51m2 + balkon,"ul. Podedworze, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie",Zapytaj o cenę,"51,76 m²",,6/8,2,,garaż/miejsce parkingowe,,pełna własność,do wykończenia,,,,,balkon,,
https://www.otodom.pl/pl/oferta/mieszkanie-40m2-w-centrum-krakowa-2gie-p-winda-ID4pT3H,"Mieszkanie 40m2 /w centrum Krakowa, 2gie p. winda","ul. Kotlarska, Grzegórzki, Grzegórzki, Kraków, małopolskie",650 000 zł,40 m²,16 250 zł/m²,2/6,2,1960,,pierwotny,pełna własność,do zamieszkania,370 zł,miejskie,prywatny,tak,balkon,kamienica,cegła
https://www.otodom.pl/pl/oferta/mieszkanie-do-wejscia-na-ruczaju-ID4pT3E,Mieszkanie do wejścia na Ruczaju,"ul. prof. Michała Bobrzyńskiego, Ruczaj, Dębniki, Kraków, małopolskie",767 000 zł,"51,14 m²",14 998 zł/m²,1/6,2,2006,,wtórny,pełna własność,,650 zł,miejskie,biuro nieruchomości,tak,balkon,blok,pustak
https://www.otodom.pl/pl/oferta/krakow-czyzyny-ul-ciesielskiego-32m2-ID4pT3P,Kraków - Czyżyny - ul. Ciesielskiego - 32m2,"Czyżyny, Czyżyny, Kraków, małopolskie",499 000 zł,32 m²,15 594 zł/m²,parter/5,2,2023,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,400 zł,miejskie,biuro nieruchomości,tak,ogródek,blok,pustak
https://www.otodom.pl/pl/oferta/wysoki-standard-2-pokoje-centrum-krakowa-okazja-ID4pT4r,"Wysoki Standard, 2 Pokoje, Centrum Krakowa! Okazja","ul. Portowa, Zabłocie, Podgórze, Kraków, małopolskie",842 900 zł,"45,57 m²",18 497 zł/m²,1/7,2,2024,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,700 zł,miejskie,biuro nieruchomości,tak,"balkon, ogródek, taras",blok,pustak
https://www.otodom.pl/pl/oferta/mieszkanie-w-nowym-osiedlu-z-balkonem-na-zachod-ID4pT4o,Mieszkanie W Nowym Osiedlu Z Balkonem Na Zachód!,"Osiedle Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie",599 900 zł,"37,58 m²",15 963 zł/m²,1/8,2,2025,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,500 zł,miejskie,biuro nieruchomości,tak,"balkon, ogródek, taras",blok,pustak
https://www.otodom.pl/pl/oferta/centrum-krakowa-bliski-termin-oddania-mieszkania-ID4pT4q,Centrum Krakowa! Bliski Termin Oddania Mieszkania,"ul. Portowa, Zabłocie, Podgórze, Kraków, małopolskie",1 129 000 zł,"56,47 m²",19 993 zł/m²,4/7,3,2024,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,700 zł,miejskie,biuro nieruchomości,tak,"balkon, ogródek, taras",blok,pustak
https://www.otodom.pl/pl/oferta/centrum-krakowa-duze-mieszkanie-wysoki-standard-ID4pT4p,"Centrum Krakowa! Duże Mieszkanie, Wysoki Standard","ul. Portowa, Zabłocie, Podgórze, Kraków, małopolskie",1 239 000 zł,"67,08 m²",18 470 zł/m²,1/7,4,2024,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,700 zł,miejskie,biuro nieruchomości,tak,"balkon, ogródek, taras",blok,pustak
https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-w-zielonej-okolicy-tramwaj-ID4pT4t,Ustawne Mieszkanie W Zielonej Okolicy! Tramwaj,"ul. Henryka Pachońskiego, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",964 900 zł,"71,54 m²",13 488 zł/m²,1/4,4,2024,garaż/miejsce parkingowe,pierwotny,pełna własność,do wykończenia,700 zł,miejskie,biuro nieruchomości,tak,"balkon, ogródek, taras",blok,pustak
