,url,name/title,address,price,area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,market,form of ownership,condition,rent,heating,advertiser type,elevator,outdoor area,building type,building material,location,latitude,longitude
1872,https://www.otodom.pl/pl/oferta/4-pok-inwestycja-ruczaj-ID4oObx,4-pok| Inwestycja | Ruczaj,"Ruczaj, Dębniki, Kraków, małopolskie",949998.0,73.74,12883.0,1,4,4,1989.0,True,wtórny,pełna własność,do zamieszkania,750.0,miejskie,biuro nieruchomości,False,None,brak informacji,wielka płyta,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1873,https://www.otodom.pl/pl/oferta/hit-i-4m-z-tarasem-na-dachu-i-wyposazone-ID4pNcu,HIT I 4M z tarasem na dachu I wyposażone,"Ruczaj, Dębniki, Kraków, małopolskie",949999.0,54.6,17399.0,3,3,4,2015.0,True,wtórny,pełna własność,do zamieszkania,800.0,miejskie,biuro nieruchomości,True,"balkon, taras",blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1874,https://www.otodom.pl/pl/oferta/4-pokoje-z-oddzielna-kuchnia-ruczaj-ID4nQqF,4 Pokoje Z Oddzielną Kuchnią Ruczaj,"Ruczaj, Dębniki, Kraków, małopolskie",950000.0,73.74,12883.0,1,4,4,1989.0,False,wtórny,pełna własność,do zamieszkania,750.0,miejskie,biuro nieruchomości,True,balkon,blok,wielka płyta,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1875,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-zielonej-okolicy-ID4ntHG,Przestronne mieszkanie w zielonej okolicy,"Ruczaj, Dębniki, Kraków, małopolskie",950000.0,73.74,12883.0,1,4,4,1989.0,True,wtórny,pełna własność,do zamieszkania,450.0,miejskie,biuro nieruchomości,False,None,blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1876,https://www.otodom.pl/pl/oferta/4-pokoje-kuchnia-rejon-lipinskiego-i-kobierzyns-ID4puSC,"4 pokoje + kuchnia, rejon Lipińskiego i Kobierzyńs","Ruczaj, Dębniki, Kraków, małopolskie",950000.0,75.0,12667.0,1,1,4,1970.0,True,wtórny,pełna własność,do zamieszkania,750.0,miejskie,biuro nieruchomości,False,balkon,blok,inny,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1877,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-2-balkonami-ID4oUD3,Trzypokojowe mieszkanie z 2 balkonami,"Ruczaj, Dębniki, Kraków, małopolskie",970000.0,80.56,12041.0,2,4,3,2010.0,False,wtórny,pełna własność,brak informacji,450.0,gazowe,biuro nieruchomości,False,balkon,blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1878,https://www.otodom.pl/pl/oferta/mieszkanie-z-pieknym-widokiem-na-krakow-ID4qckX,Mieszkanie z pięknym widokiem na Kraków,"Ruczaj, Dębniki, Kraków, małopolskie",999000.0,74.0,13500.0,7,7,3,2014.0,True,wtórny,pełna własność,brak informacji,800.0,miejskie,biuro nieruchomości,True,balkon,blok,pustak,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1879,https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-krakow-ruczaj-ID4ibAe,"Mieszkanie dwupoziomowe, Kraków, Ruczaj","Ruczaj, Dębniki, Kraków, małopolskie",1134000.0,108.0,10500.0,1,1,5,2023.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,inne,biuro nieruchomości,False,taras,apartamentowiec,inny,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1880,https://www.otodom.pl/pl/oferta/piekne-przestronne-mieszkanie-80-m2-z-tarasem-ID4nkpe,Piękne przestronne mieszkanie 80 m2 z tarasem,"Ruczaj, Dębniki, Kraków, małopolskie",1150000.0,80.0,14375.0,3,3,3,2012.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,False,taras,blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1881,https://www.otodom.pl/pl/oferta/ruczaj-dwa-mieszkania-126m2-9-tys-za-m2-ID4mXJe,Ruczaj- dwa mieszkania 126m2. 9 tys za m2,"Ruczaj, Dębniki, Kraków, małopolskie",1150000.0,126.7,9077.0,1,2,5,2000.0,False,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,False,balkon,blok,pustak,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1882,https://www.otodom.pl/pl/oferta/3m-i-duzy-balkon-i-komfortowe-i-zielen-i-ID4pgR5,3M I Duży balkon I Komfortowe I Zieleń I,"Ruczaj, Dębniki, Kraków, małopolskie",1200000.0,75.24,15949.0,5,6,3,2005.0,False,wtórny,pełna własność,do zamieszkania,700.0,miejskie,biuro nieruchomości,True,balkon,blok,żelbet,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1883,https://www.otodom.pl/pl/oferta/mieszkanie-ruczaj-zielen-garaz-komorka-ID4pC3Q,Mieszkanie #ruczaj #zieleń #garaż #komórka,"Ruczaj, Dębniki, Kraków, małopolskie",1299000.0,78.44,16560.0,1,4,4,2010.0,True,wtórny,pełna własność,do zamieszkania,450.0,gazowe,biuro nieruchomości,True,balkon,blok,pustak,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1884,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-ruczaj-ID4lnUt,Mieszkanie 2 poziomowe Ruczaj,"Ruczaj, Dębniki, Kraków, małopolskie",1349000.0,115.2,11710.0,1,4,4,2008.0,True,wtórny,pełna własność,do zamieszkania,850.0,miejskie,prywatny,False,taras,blok,cegła,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1885,https://www.otodom.pl/pl/oferta/krakow-ul-obozowa-dwupoziomowe-mieszkanie-mb-ID4lVB6,Kraków|ul. Obozowa|Dwupoziomowe mieszkanie|Mb,"Obozowa|Dwupoziomowe mieszkanie|Mb, Ruczaj, Dębniki, Kraków, małopolskie",1367000.0,115.2,11866.0,1,4,3,2008.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,brak informacji,biuro nieruchomości,False,"balkon, taras",blok,brak informacji,"Obozowa, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-383, Polska",50.0119784,19.9084164
1886,https://www.otodom.pl/pl/oferta/100m2-i-3-rooms-i-good-location-i-ID4nxZF,100m2 I 3-Rooms I good location I Укр,"Ruczaj, Dębniki, Kraków, małopolskie",1385000.0,99.13,13972.0,3,3,3,2008.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,False,balkon,blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1887,https://www.otodom.pl/pl/oferta/3-pokoje-3-lazienki-2-miejsca-postojowe-os-ruczaj-ID4nDWU,"3 pokoje,3 łazienki, 2 miejsca postojowe os.Ruczaj","Ruczaj, Dębniki, Kraków, małopolskie",1385000.0,99.13,13972.0,3,3,3,2009.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,gazowe,biuro nieruchomości,False,None,blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1888,https://www.otodom.pl/pl/oferta/przestronny-i-sloneczny-apartament-w-sercu-ruczaju-ID4njbN,Przestronny i słoneczny apartament w sercu Ruczaju,"Ruczaj, Dębniki, Kraków, małopolskie",1385000.0,99.13,13972.0,3,3,3,2008.0,False,wtórny,pełna własność,do zamieszkania,541.1313434298921,gazowe,biuro nieruchomości,False,balkon,apartamentowiec,pustak,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1889,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-chmieleniec-bez-posredn-ID4ocnh,Mieszkanie na sprzedaż - Chmieleniec - bez pośredn,"Ruczaj, Dębniki, Kraków, małopolskie",1454903.0,97.0,14999.0,8,8,4,2013.0,False,wtórny,pełna własność,do zamieszkania,541.1313434298921,brak informacji,prywatny,True,"balkon, taras",blok,brak informacji,"Ruczaj, Dębniki, Kraków, województwo małopolskie, Polska",50.0249674,19.9061688
1890,https://www.otodom.pl/pl/oferta/okazja-nowe-2-pokojowe-nowa-huta-ID4oLVN,"Okazja, nowe, 2 pokojowe/Nowa Huta","Ruszcza, Nowa Huta, Kraków, małopolskie",406320.0,33.86,12000.0,0,3,2,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,ogródek,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1891,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-balkonem-nowa-huta-ID4oqim,Mieszkanie 2 pokojowe z balkonem Nowa Huta,"Ruszcza, Nowa Huta, Kraków, małopolskie",440180.0,33.86,13000.0,2,3,2,2025.0,True,pierwotny,pełna własność,brak informacji,541.1313434298921,brak informacji,biuro nieruchomości,False,balkon,brak informacji,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1892,https://www.otodom.pl/pl/oferta/m2-zielona-cicha-okolica-idealne-dla-pary-singla-ID4oqiq,"M2 Zielona Cicha Okolica, Idealne dla Pary/Singla","Ruszcza, Nowa Huta, Kraków, małopolskie",457110.0,33.86,13500.0,3,3,2,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,balkon,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1893,https://www.otodom.pl/pl/oferta/m3-cicha-zielona-okolica-w-sam-raz-dla-rodziny-ID4oqip,"M3 Cicha Zielona Okolica, W sam raz dla rodziny","Ruszcza, Nowa Huta, Kraków, małopolskie",500825.0,43.55,11500.0,0,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,ogródek,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1894,https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-na-start-nowa-huta-ID4oLVO,Idealne dla rodziny na start! / Nowa Huta,"Ruszcza, Nowa Huta, Kraków, małopolskie",522600.0,43.55,12000.0,1,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,balkon,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1895,https://www.otodom.pl/pl/oferta/nowa-huta-mieszkanie-3-pokojowe-nowa-inwestycja-ID4pcXp,"Nowa Huta, Mieszkanie 3 pokojowe, Nowa Inwestycja","Ruszcza, Nowa Huta, Kraków, małopolskie",544375.0,43.55,12500.0,2,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,ogródek,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1896,https://www.otodom.pl/pl/oferta/nowe-m3-na-start-nowa-huta-ID4oLVP,"Nowe, M3 na start! Nowa Huta","Ruszcza, Nowa Huta, Kraków, małopolskie",558375.0,44.67,12500.0,2,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,balkon,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1897,https://www.otodom.pl/pl/oferta/nowe-3-pok-dla-rodziny-nowa-huta-ID4oLVQ,"Nowe, 3 pok. dla rodziny/Nowa Huta","Ruszcza, Nowa Huta, Kraków, małopolskie",566150.0,43.55,13000.0,3,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,balkon,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1898,https://www.otodom.pl/pl/oferta/ustawne-3-pokoje-kameralnie-spokojnie-nowa-huta-ID4oqir,"Ustawne 3 pokoje, Kameralnie, Spokojnie, Nowa Huta","Ruszcza, Nowa Huta, Kraków, małopolskie",566150.0,43.55,13000.0,3,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,balkon,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1899,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-idealne-na-start-ID4pg5A,"Mieszkanie 3 pokojowe, Idealne na start!","Ruszcza, Nowa Huta, Kraków, małopolskie",580710.0,44.67,13000.0,3,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,ogródek,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1900,https://www.otodom.pl/pl/oferta/nowa-inwestycja-mieszkanie-na-start-3-pokoje-ID4pin7,"Nowa Inwestycja, Mieszkanie na start! 3 pokoje","Ruszcza, Nowa Huta, Kraków, małopolskie",580710.0,44.67,13000.0,3,3,3,2025.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,True,ogródek,blok,brak informacji,"Ruszcza, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0877097,20.1463045
1901,https://www.otodom.pl/pl/oferta/kawalerka-ze-slonecznym-balkonem-ID4pzUW,Kawalerka ze słonecznym balkonem,"Rżąka, Bieżanów-Prokocim, Kraków, małopolskie",520000.0,36.0,14444.0,0,4,1,2013.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,False,balkon,brak informacji,wielka płyta,"Rżąka, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",50.0070102,20.0092452
1902,https://www.otodom.pl/pl/oferta/aktualne-3-pokoje-bronowice-lindego-gotowe-tramwaj-ID4lpii,Aktualne 3 Pokoje Bronowice Lindego Gotowe Tramwaj,"Samuela Bogumiła Lindego, Bronowice, Bronowice, Kraków, małopolskie",759000.0,53.31,14237.0,2,5,3,2023.0,True,pierwotny,pełna własność,do wykończenia,500.0,miejskie,biuro nieruchomości,True,"balkon, taras",blok,silikat,"Samuela Bogumiła Lindego, Bronowice, Kraków, województwo małopolskie, 30-149, Polska",50.0802349,19.8708016
1903,https://www.otodom.pl/pl/oferta/kawalerka-27-m2-z-duzym-ogrodem-54-m2-tramwaj-ID4qbbX,Kawalerka 27 m2 z dużym ogrodem 54 m2 | Tramwaj!,"Skotniki, Dębniki, Kraków, małopolskie",419000.0,26.35,15901.0,0,3,1,2025.0,True,pierwotny,pełna własność,do wykończenia,400.0,miejskie,biuro nieruchomości,True,ogródek,blok,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1904,https://www.otodom.pl/pl/oferta/mieszkanie-40-m-krakow-ID4nbob,"Mieszkanie, 40 m², Kraków","Skotniki, Dębniki, Kraków, małopolskie",490000.0,40.0,12250.0,0,1,3,1960.0,False,wtórny,pełna własność,do remontu,541.1313434298921,brak informacji,biuro nieruchomości,False,None,brak informacji,cegła,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1905,https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-34-m2-ogrod-parking-ID4qbbZ,Przestronne 2 pokoje | 34 m2 | Ogród | Parking |,"Skotniki, Dębniki, Kraków, małopolskie",514000.0,34.0,15118.0,0,3,2,2025.0,True,pierwotny,pełna własność,do wykończenia,400.0,miejskie,biuro nieruchomości,True,ogródek,blok,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1906,https://www.otodom.pl/pl/oferta/nowoczesne-w-pelni-wyposazone-mieszkanie-ruczaj-ID4q2ES,"Nowoczesne, w pełni wyposażone mieszkanie, Ruczaj","Skotniki, Dębniki, Kraków, małopolskie",620000.0,36.58,16949.0,3,3,2,2017.0,True,wtórny,pełna własność,do zamieszkania,400.0,kotłownia,biuro nieruchomości,True,None,blok,inny,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1907,https://www.otodom.pl/pl/oferta/apartament-na-ruczaju-0-prowizji-0-podatku-pcc-ID4qdoy,Apartament Na Ruczaju |0%Prowizji|0%Podatku Pcc,"Skotniki, Dębniki, Kraków, małopolskie",643410.9,38.23,16830.0,2,3,2,2024.0,True,pierwotny,pełna własność,do zamieszkania,541.1313434298921,brak informacji,biuro nieruchomości,False,balkon,brak informacji,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1908,https://www.otodom.pl/pl/oferta/debniki-milkowskiego-34m2-1pok-garderoba-ID4q4b4,Dębniki | Miłkowskiego | 34m2 | 1pok | garderoba,"Skotniki, Dębniki, Kraków, małopolskie",680000.0,34.0,20000.0,3,10,1,2017.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,True,None,blok,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1909,https://www.otodom.pl/pl/oferta/apartament-na-ruczaju-0-prowizji-0-podatku-pcc-ID4qdoz,Apartament Na Ruczaju |0%Prowizji|0%Podatku Pcc,"Skotniki, Dębniki, Kraków, małopolskie",695798.1,41.85,16626.0,2,3,2,2024.0,True,pierwotny,pełna własność,do zamieszkania,541.1313434298921,brak informacji,biuro nieruchomości,False,balkon,brak informacji,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1910,https://www.otodom.pl/pl/oferta/2m-przestronne-pokoje-dwustronne-ogrodek-ID4oATK,2M | Przestronne pokoje | Dwustronne! | Ogródek,"Skotniki, Dębniki, Kraków, małopolskie",700000.0,36.0,19444.0,0,2,2,1937.0,False,wtórny,pełna własność,do zamieszkania,600.0,elektryczne,biuro nieruchomości,False,ogródek,kamienica,cegła,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1911,https://www.otodom.pl/pl/oferta/komandosow-debniki-47-m2-3-pokoje-eng-ID4qd2i,Komandosów | Dębniki | 47 m2 | 3 pokoje | Eng,"Skotniki, Dębniki, Kraków, małopolskie",752000.0,47.0,16000.0,10,10,3,1970.0,False,wtórny,pełna własność,do zamieszkania,530.0,miejskie,biuro nieruchomości,True,balkon,blok,wielka płyta,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1912,https://www.otodom.pl/pl/oferta/dwustronne-2-balkony-garaz-i-komorka-do-wejscia-ID4p9uh,"Dwustronne, 2 balkony, garaż i komórka! Do wejścia","Skotniki, Dębniki, Kraków, małopolskie",799999.0,55.0,14545.0,1,3,2,2009.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,False,balkon,blok,pustak,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1913,https://www.otodom.pl/pl/oferta/ruczaj-3-pokoje-ogrodek-gotowe-na-juz-ID4q8hS,Ruczaj - 3 pokoje Ogródek - Gotowe Na Już!!!,"Skotniki, Dębniki, Kraków, małopolskie",844253.0,54.4,15519.0,0,3,3,2024.0,True,pierwotny,pełna własność,do wykończenia,600.0,brak informacji,biuro nieruchomości,True,"ogródek, taras",blok,inny,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1914,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-2-balkony-m-parkingowe-ID4pwv2,3 pokojowe mieszkanie - 2 balkony; m. parkingowe.,"Skotniki, Dębniki, Kraków, małopolskie",889000.0,62.0,14339.0,3,5,3,2018.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,miejskie,biuro nieruchomości,True,balkon,apartamentowiec,pustak,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1915,https://www.otodom.pl/pl/oferta/debniki-ksiedza-franciszka-trockiego-pl-en-ua-ru-ID4o7wv,Dębniki| Księdza Franciszka Trockiego| Pl|En|Ua|Ru,"Skotniki, Dębniki, Kraków, małopolskie",889000.0,104.0,8548.0,1,2,5,2023.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,brak informacji,biuro nieruchomości,False,ogródek,brak informacji,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1916,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-ruczaj-kampus-uj-ID4oYj0,"3 pokoje z balkonem, Ruczaj, Kampus Uj","Skotniki, Dębniki, Kraków, małopolskie",920000.0,62.0,14839.0,0,5,3,2008.0,True,wtórny,pełna własność,do zamieszkania,800.0,miejskie,biuro nieruchomości,True,balkon,blok,cegła,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1917,https://www.otodom.pl/pl/oferta/dom-ogrod-skotniki-ruczaj-ID4oKzX,dom/ ogród/ Skotniki/ruczaj,"Skotniki, Dębniki, Kraków, małopolskie",1320000.0,131.0,10076.0,0,1,4,2023.0,True,pierwotny,pełna własność,do wykończenia,541.1313434298921,gazowe,biuro nieruchomości,False,balkon,dom wolnostojący,cegła,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1918,https://www.otodom.pl/pl/oferta/apartament-sasiadujacy-z-obszarem-natura-2000-ID4mWbH,Apartament Sąsiadujący Z Obszarem Natura 2000 !,"Skotniki, Dębniki, Kraków, małopolskie",1439900.0,100.02,14396.0,2,2,4,2023.0,True,wtórny,pełna własność,do zamieszkania,541.1313434298921,inne,biuro nieruchomości,True,"balkon, taras",apartamentowiec,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1919,https://www.otodom.pl/pl/oferta/wykonczony-apartament-2-x-parking-w-cenie-eng-ID4pvzZ,Wykończony apartament| 2 X parking w cenie| Eng,"Skotniki, Dębniki, Kraków, małopolskie",2790000.0,114.0,24474.0,1,2,4,2023.0,True,wtórny,pełna własność,do zamieszkania,1000.0,gazowe,biuro nieruchomości,False,None,apartamentowiec,brak informacji,"Skotniki, Dębniki, Kraków, województwo małopolskie, Polska",50.0167394,19.8743705
1920,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-3-pokojowe-z-widokiem-na-park-ID4q5qN,Sprzedam mieszkanie 3-pokojowe z widokiem na park,"Solaris Park ul. Lema, Czyżyny, Czyżyny, Kraków, małopolskie",1650000.0,62.0,26613.0,0,4,3,2022.0,True,wtórny,pełna własność,do zamieszkania,800.0,brak informacji,prywatny,True,"ogródek, taras",blok,brak informacji,"Ogród Doświadczeń im. Stanisława Lema, Czyżyny, Kraków, województwo małopolskie, Polska",50.06819475,19.99729633976735
1921,https://www.otodom.pl/pl/oferta/ustawne-35-5-m2-w-starej-hucie-2-pokoje-1-pietro-ID4oOnb,"Ustawne 35,5 m2 w Starej Hucie, 2 pokoje, 1 piętro","Stara Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie",487000.0,35.5,13718.0,1,4,2,1952.0,False,wtórny,pełna własność,do wykończenia,398.0,miejskie,biuro nieruchomości,False,None,blok,cegła,"Stara Mogiła, Mogiła, Nowa Huta, Kraków, województwo małopolskie, 31-991, Polska",50.0661312,20.0686035
1922,https://www.otodom.pl/pl/oferta/bezposrednio-7-209-m2-2-pom-36-62m2-smolensk-ID4q1Xy,"BEZPOŚREDNIO (7.209/m2) – 2 pom. 36,62m2. Smoleńsk","Stare Miasto, Stare Miasto, Kraków, małopolskie",264000.0,36.62,7209.0,-1,2,2,1880.0,False,wtórny,pełna własność,do wykończenia,541.1313434298921,miejskie,prywatny,False,None,kamienica,cegła,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1923,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-szlak-roi-7-gotowiec-inwestyjny-ID47DR9,"Sprzedam 2 pok. Szlak, ROI 7% gotowiec inwestyjny","Stare Miasto, Stare Miasto, Kraków, małopolskie",315000.0,35.0,9000.0,-1,4,2,1930.0,False,wtórny,pełna własność,do zamieszkania,600.0,miejskie,prywatny,False,None,kamienica,pustak,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1924,https://www.otodom.pl/pl/oferta/do-sprzedania-mieszkanie-na-ul-slaskiej-ID4pv45,Do sprzedania mieszkanie na ul. Śląskiej,"Śląskiej, Stare Miasto, Stare Miasto, Kraków, małopolskie",319000.0,38.37,8314.0,4,4,1,2013.0,False,wtórny,pełna własność,do zamieszkania,800.0,brak informacji,biuro nieruchomości,False,None,kamienica,cegła,"Śląska, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-003, Polska",50.0748901,19.9322991
1925,https://www.otodom.pl/pl/oferta/garsoniera-krowodrza-winda-stare-miasto-ID4pWBo,"garsoniera, Krowodrza, winda, Stare Miasto,","Stare Miasto, Stare Miasto, Kraków, małopolskie",420000.0,22.3,18834.0,2,10,1,1970.0,False,wtórny,pełna własność,do zamieszkania,499.0,miejskie,biuro nieruchomości,True,None,blok,brak informacji,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1926,https://www.otodom.pl/pl/oferta/atrakcyjna-lokalizacja-zablocie-ID4mEJz,Atrakcyjna lokalizacja Zabłocie,"Stare Miasto, Stare Miasto, Kraków, małopolskie",479000.0,41.95,11418.0,0,6,2,2021.0,True,pierwotny,pełna własność,brak informacji,541.1313434298921,brak informacji,biuro nieruchomości,False,None,brak informacji,brak informacji,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1927,https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-krakowa-krowoderska-ID4p3zz,Kawalerka w sercu Krakowa. Krowoderska!,"Stare Miasto, Stare Miasto, Kraków, małopolskie",499000.0,37.02,13479.0,0,3,1,2013.0,False,wtórny,pełna własność,do remontu,541.1313434298921,brak informacji,biuro nieruchomości,False,None,kamienica,cegła,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1928,https://www.otodom.pl/pl/oferta/hit-kawalerka-w-samym-centrum-stare-miasto-ID4otVo,HIT | Kawalerka w samym centrum! | Stare Miasto,"Stare Miasto, Stare Miasto, Kraków, małopolskie",522000.0,21.0,24857.0,2,5,1,2013.0,False,wtórny,pełna własność,do zamieszkania,150.0,elektryczne,biuro nieruchomości,False,None,kamienica,cegła,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
1929,https://www.otodom.pl/pl/oferta/nowe-mieszkania-w-starym-podgorzu-ID4q2VR,Nowe mieszkania w Starym Podgórzu,"Stare Miasto, Stare Miasto, Kraków, małopolskie",538785.0,27.63,19500.0,2,3,1,2023.0,False,wtórny,pełna własność,do wykończenia,541.1313434298921,miejskie,biuro nieruchomości,True,None,kamienica,cegła,"Stare Miasto, Kraków, województwo małopolskie, Polska",50.0614093,19.9356794
