address,manipulated address,location,latitude,longitude
"Lea, Bronowice, Kraków, małopolskie","Lea, Bronowice, Kraków, małopolskie","Juliusza Lea, Bronowice, Kraków, województwo małopolskie, 30-133, Polska",50.0724183,19.8986553
"Osiedle Kalinowe, Mistrzejowice, Kraków, małopolskie","Osiedle Kalinowe, Mistrzejowice, Kraków, małopolskie","Osiedle Kalinowe, Bieńczyce, Kraków, województwo małopolskie, Polska",50.091117,20.013326731946403
"Soroki, Dębniki, Kraków, małopolskie","Soroki, Dębniki, Kraków, małopolskie","Soroki, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.9999264,19.8980981
"Bolesława Limanowskiego, Stare Podgórze, Podgórze, Kraków, małopolskie","Bolesława Limanowskiego, Stare Podgórze, Podgórze, Kraków, małopolskie","Bolesława Limanowskiego, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-551, Polska",50.044221,19.9578618
"Pilotów, Rakowice, Kraków, małopolskie","Pilotów, Rakowice, Kraków, małopolskie","Pilotów, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-462, Polska",50.0776774,19.9703281
"Dolnych Młynów, Stare Miasto, Kraków, małopolskie","Dolnych Młynów, Stare Miasto, Kraków, małopolskie","Dolnych Młynów, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-124, Polska",50.064235,19.9276769
"Kobierzyńska 130, Ruczaj, Kraków, małopolskie","Kobierzyńska 130, Ruczaj, Kraków, małopolskie","Kreator, 130, Kobierzyńska, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",50.0212345,19.9094027
"Morelowa, Zwierzyniec, Kraków, małopolskie","Morelowa, Zwierzyniec, Kraków, małopolskie","Morelowa, Wola Justowska, Zwierzyniec, Kraków, województwo małopolskie, 30-222, Polska",50.0696059,19.8722087
"Wybickiego, Krowodrza, Kraków, małopolskie","Wybickiego, Krowodrza, Kraków, małopolskie","Królewska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-046, Polska",50.0713419,19.9214825
"Leona Petrażyckiego, Opatkowice, Swoszowice, Kraków, małopolskie","Leona Petrażyckiego, Opatkowice, Swoszowice, Kraków, małopolskie","Leona Petrażyckiego, Dąbrowy, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-444, Polska",49.9843462,19.8969298
"Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie","Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie","Zesławice, Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.1048023,20.0418282
"Żelazna, Stare Miasto, Kraków, małopolskie","Żelazna, Stare Miasto, Kraków, małopolskie","Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, województwo małopolskie, 31-404, Polska",50.0745345,19.9464297
"Wrocławskiej, Krowodrza, Krowodrza, Kraków, małopolskie","Wrocławskiej, Krowodrza, Krowodrza, Kraków, małopolskie","Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-307, Polska",50.081544,19.9161823
"Komuny Paryskiej, Kliny, Swoszowice, Kraków, małopolskie","Komuny Paryskiej, Kliny, Swoszowice, Kraków, małopolskie","Komuny Paryskiej, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-390, Polska",50.0070688,19.8966575
"Komuny Paryskiej, Kobierzyn, Dębniki, Kraków, małopolskie","Komuny Paryskiej, Kobierzyn, Dębniki, Kraków, małopolskie","Komuny Paryskiej, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-389, Polska",50.0002059,19.8916745
"Podłęska mieszkanie z antresolą i balkonem, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Podłęska mieszkanie z antresolą i balkonem, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Podłęska, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-865, Polska",50.0087167,20.0131964
"Rondo Kocmyrzowskie Księdza Józefa Gorzelanego, Nowa Huta, Kraków, małopolskie","Rondo Kocmyrzowskie Księdza Józefa Gorzelanego, Nowa Huta, Kraków, małopolskie","Rondo Kocmyrzowskie imienia księdza Józefa Gorzelanego, Nowa Huta, Kraków, województwo małopolskie, 31-944, Polska",50.0794134,20.0278235
"Przemyska, Kazimierz, Kraków, małopolskie","Przemyska, Kazimierz, Kraków, małopolskie","Przemyska, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-036, Polska",50.051719,19.9506577
"Ludomira Różyckiego, Azory, Prądnik Biały, Kraków, małopolskie","Ludomira Różyckiego, Azory, Prądnik Biały, Kraków, małopolskie","Ludomira Różyckiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-301, Polska",50.0882526,19.9100106
"Rydla, Krowodrza, Kraków, małopolskie","Rydla, Krowodrza, Kraków, małopolskie","ROD im. Lucjana Rydla, Prądnik Biały, Kraków, województwo małopolskie, Polska",50.08525945,19.89239782584007
"Wzgórza Kzresławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0984135,20.092011121568206
"Wzgórza Kzresławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0984135,20.09201112156821
"Wzgórza Kzresławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0984135,20.092011121568206
"Wzgórza Kzresławickie, Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, małopolskie","Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0984135,20.09201112156821
"Mikołajska, Stare Miasto, Kraków, małopolskie","Mikołajska, Stare Miasto, Kraków, małopolskie","Mikołajska, Stare Miasto, Kraków, województwo małopolskie, 31-028, Polska",50.061416,19.9429226
"Aleja Pokoju, Dąbie, Kraków, małopolskie","Aleja Pokoju, Dąbie, Kraków, małopolskie","Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-557, Polska",50.0596807,19.9757852
"Lilli Wenedy, Prokocim, Kraków, małopolskie","Lilli Wenedy, Prokocim, Kraków, małopolskie","Lilli Wenedy, Nowy Prokocim, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-833, Polska",50.018894,20.0066672
"Lofthaus Zabłocie, Zabłocie, Podgórze, Kraków, małopolskie","Lofthaus Zabłocie, Zabłocie, Podgórze, Kraków, małopolskie","Lofthaus Zabłocie A, 10A, Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-704, Polska",50.04547255,19.969209885746388
"Półkole, Grzegórzki, Kraków, małopolskie","Półkole, Grzegórzki, Kraków, małopolskie","Półkole, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-560, Polska",50.0605356,19.9817206
"Osiedle Na Wzgórzach, Wzgórza Krzesławickie, Kraków, małopolskie","Osiedle Na Wzgórzach, Wzgórza Krzesławickie, Kraków, małopolskie","Osiedle Na Wzgórzach, Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",50.0954847,20.063112558756423
"Kazimierza Wlk., Łobzów, Krowodrza, Kraków, małopolskie","Kazimierza Wlk., Łobzów, Krowodrza, Kraków, małopolskie","Kazimierza Kostaneckiego, Osiedle Medyków, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-688, Polska",50.0095146,19.9941033
"Chopina, Łobzów, Kraków, małopolskie","Chopina, Łobzów, Kraków, małopolskie","Fryderyka Chopina, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-040, Polska",50.0685581,19.921655
"Przewóz, Przewóz, Kraków, małopolskie","Przewóz, Przewóz, Kraków, małopolskie","Stopień Wodny Przewóz, Kujawy, Podgórze, Nowa Huta, Kraków, województwo małopolskie, Polska",50.04200005,20.09791645670692
"Pychowicka, Ruczaj, Kraków, małopolskie","Pychowicka, Ruczaj, Kraków, małopolskie","Pychowicka, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-364, Polska",50.0331423,19.9216226
"Osiedle Niepodległości, Bieńczyce, Bieńczyce, Kraków, małopolskie","Osiedle Niepodległości, Bieńczyce, Bieńczyce, Kraków, małopolskie","Osiedle Niepodległości, Bieńczyce, Kraków, województwo małopolskie, Polska",50.0806819,20.0235925
"Wielicka 44, Kabel, Podgórze, Kraków, małopolskie","Wielicka 44, Kabel, Podgórze, Kraków, małopolskie","Studio Express, 44, Wielicka, Kabel, Podgórze, Kraków, województwo małopolskie, 30-552, Polska",50.0368535,19.9672388
"Śniadeckich, Grzegórzki, Kraków, małopolskie","Śniadeckich, Grzegórzki, Kraków, małopolskie","Jana i Jędrzeja Śniadeckich, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-531, Polska",50.0611805,19.9541258
"Błażeja Czepca, Bronowice, Bronowice, Kraków, małopolskie","Błażeja Czepca, Bronowice, Bronowice, Kraków, małopolskie","Błażeja Czepca, Bronowice, Kraków, województwo małopolskie, 30-095, Polska",50.0809809,19.8966036
"Kolberga /Kleparz, Kleparz, Stare Miasto, Kraków, małopolskie","Kolberga /Kleparz, Kleparz, Stare Miasto, Kraków, małopolskie","Oskara Kolberga, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-161, Polska",50.0716654,19.9347164
"Stara Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","Stara Huta, Nowa Huta, Nowa Huta, Kraków, małopolskie","Stara Mogiła, Mogiła, Nowa Huta, Kraków, województwo małopolskie, 31-991, Polska",50.0661312,20.0686035
"Okólna, Wola Duchacka, Kraków, małopolskie","Okólna, Wola Duchacka, Kraków, małopolskie","Okólna, Kozłówka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-667, Polska",50.0164142,19.9837781
"Osiedle Przy Arce, Przy Arce, Kraków, małopolskie","Osiedle Przy Arce, Przy Arce, Kraków, małopolskie","Osiedle Przy Arce, Bieńczyce, Kraków, województwo małopolskie, Polska",50.083325900000006,20.02913619815253
"Jagodowa, Podgórze, Kraków, małopolskie","Jagodowa, Podgórze, Kraków, małopolskie","Jagodowa, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska",50.013249,19.9183419
"Konopczyńskiego, Ruczaj, Kraków, małopolskie","Konopczyńskiego, Ruczaj, Kraków, małopolskie","Profesora Władysława Konopczyńskiego, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",50.0179579,19.8963239
"Aleksandra Lubomirskiego, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Aleksandra Lubomirskiego, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Aleksandra Lubomirskiego, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-509, Polska",50.0678262,19.9528838
"Staffa 5, ul. Lea, al. Kijowska, ul. Galla, ul. Podchorążych, Łobzów, Krowodrza, Kraków, małopolskie","Staffa 5, ul. Lea, al. Kijowska, ul. Galla, ul. Podchorążych, Łobzów, Krowodrza, Kraków, małopolskie","5, Leopolda Staffa, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-069, Polska",50.07310015,19.912381285758265
"Traugutta, Podgórze, Kraków, małopolskie","Traugutta, Podgórze, Kraków, małopolskie","Romualda Traugutta, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-549, Polska",50.0462107,19.957749
"Brodowicza, Grzegórzki, Kraków, małopolskie","Brodowicza, Grzegórzki, Kraków, małopolskie","Józefa Brodowicza, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-525, Polska",50.0679743,19.9596856
"Szafera, Grzegórzki, Kraków, małopolskie","Szafera, Grzegórzki, Kraków, małopolskie","Profesora Władysława Szafera, Grzegórzki, Kraków, województwo małopolskie, 31-543, Polska",50.0604555,19.964419
"Litawora, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Litawora, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Litawora, Prądnik Biały, Kraków, województwo małopolskie, 31-213, Polska",50.0918315,19.9490126
"Kiełkowskiego, Zabłocie, Kraków, małopolskie","Kiełkowskiego, Zabłocie, Kraków, małopolskie","Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-704, Polska",50.0460596,19.9674482
"Łobzów, Krowodrza, Kraków, małopolskie","Łobzów, Krowodrza, Kraków, małopolskie","Łobzów, Krowodrza, Kraków, województwo małopolskie, Polska",50.07527,19.9077779
"Federowicza, Kraków Podgórze, Kraków, małopolskie","Federowicza, Kraków Podgórze, Kraków, małopolskie","Jana Kantego Federowicza, Wodka, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-369, Polska",50.0130679,19.8836852
"Motyla, Płaszów, Kraków, małopolskie","Motyla, Płaszów, Kraków, małopolskie","Motyla, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-733, Polska",50.037005,19.9971939
"Zakrzówek, Dębniki, Kraków, małopolskie","Zakrzówek, Dębniki, Kraków, małopolskie","Zakrzówek, Zielna, Dębniki Zachód, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-373, Polska",50.0365491,19.909501664466543
"św. Sebastiana, Stare Miasto, Stare Miasto, Kraków, małopolskie","św. Sebastiana, Stare Miasto, Stare Miasto, Kraków, małopolskie","Świętego Sebastiana, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-049, Polska",50.0555592,19.9423212
"rynek Główny, Stare Miasto, Stare Miasto, Kraków, małopolskie","rynek Główny, Stare Miasto, Stare Miasto, Kraków, małopolskie","Rynek Główny, Świętego Jana, Stare Miasto, Kraków, województwo małopolskie, 31-017, Polska",50.0615174,19.93710690585653
"Motyla, Płaszów, Podgórze, Kraków, małopolskie","Motyla, Płaszów, Podgórze, Kraków, małopolskie","Motyla, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-733, Polska",50.037005,19.9971939
"Czepca, Krowodrza, Kraków, małopolskie","Czepca, Krowodrza, Kraków, małopolskie","Błażeja Czepca, Bronowice, Kraków, województwo małopolskie, 30-095, Polska",50.0809809,19.8966036
"Kleparz, Stare Miasto, Kraków, małopolskie","Kleparz, Stare Miasto, Kraków, małopolskie","Kleparz, Stare Miasto, Kraków, województwo małopolskie, Polska",50.0700397,19.9419902
"bp. Piotra Tomickiego, Łęg, Czyżyny, Kraków, małopolskie","bp. Piotra Tomickiego, Łęg, Czyżyny, Kraków, małopolskie","Biskupa Piotra Tomickiego, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",50.065705,20.0216769
"Ćwiklińskiej, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Ćwiklińskiej, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Ćwiklińskiej, Mieczysławy Ćwiklińskiej, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-863, Polska",50.01611,20.01882027450765
"Wiśniowy Sad, Nowa Huta, Nowa Huta, Kraków, małopolskie","Wiśniowy Sad, Nowa Huta, Nowa Huta, Kraków, małopolskie","Wiśniowy Sad, Nowa Huta, Kraków, województwo małopolskie, 31-938, Polska",50.0751444,20.0281025
"Lechicka, Lichecka, Łagiewniki, Kraków, małopolskie","Lechicka, Lichecka, Łagiewniki, Kraków, małopolskie","Lechicka, Łagiewniki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-601, Polska",50.0241242,19.9369609
"Zamkowa – 62, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa – 62, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa, Dębniki, Kraków, województwo małopolskie, 30-301, Polska",50.0531409,19.9291197
"Lasówka, Dzielnica XIII Podgórze, Kraków, małopolskie","Lasówka, Dzielnica XIII Podgórze, Kraków, małopolskie","Lasówka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-723, Polska",50.0404753,20.0151209
"Erazma Jerzmanowskiego, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie","Erazma Jerzmanowskiego, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie","Erazma Jerzmanowskiego, Nad Potokiem, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-870, Polska",50.0116945,20.0106947
"Czeczów, Kraków, małopolskie","Czeczów, Kraków, małopolskie","Henryka i Karola Czeczów, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-798, Polska",50.021345,20.0572993
"Borek Fałęcki, Kraków, małopolskie","Borek Fałęcki, Kraków, małopolskie","Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska",50.0143005,19.9265683
"Aleja Jana Pawła II, Czyżyny, Czyżyny, Kraków, małopolskie","Aleja Jana Pawła II, Czyżyny, Czyżyny, Kraków, małopolskie","Aleja Jana Pawła II, Czyżyny, Kraków, województwo małopolskie, 31-581, Polska",50.07387,20.012032
"Stefana Batorego, Stare Miasto, Kraków, małopolskie","Stefana Batorego, Stare Miasto, Kraków, małopolskie","Stefana Batorego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-150, Polska",50.0675219,19.9337286
"Dąbrowskiej, Czyżyny, Kraków, małopolskie","Dąbrowskiej, Czyżyny, Kraków, małopolskie","Marii Dąbrowskiej, Czyżyny, Kraków, województwo małopolskie, 31-855, Polska",50.0809986,20.0153412
"os.Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie","os.Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie","Osiedle Kalinowe, Bieńczyce, Kraków, województwo małopolskie, Polska",50.091117,20.013326731946403
"Fabryczna, Prądnik Czerwony, Kraków, małopolskie","Fabryczna, Prądnik Czerwony, Kraków, małopolskie","Fabryczna, Grzegórzki, Kraków, województwo małopolskie, 31-553, Polska",50.0632744,19.9726403
"Graniczna, Olszyny, Dębniki, Kraków, małopolskie","Graniczna, Olszyny, Dębniki, Kraków, małopolskie","Piotra Michałowskiego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-127, Polska",50.0659979,19.9279103
"Dzielskiego, Śródmieście, Kraków, małopolskie","Dzielskiego, Śródmieście, Kraków, małopolskie","Mirosława Dzielskiego, Ugorek, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-470, Polska",50.0828611,19.9751381
"dr. Jana Piltza 26, Kobierzyn, Dębniki, Kraków, małopolskie","dr. Jana Piltza 26, Kobierzyn, Dębniki, Kraków, małopolskie","Doktora Jana Piltza, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-388, Polska",50.0089455,19.8894521
"Radzikowskiego, Azory, Kraków, małopolskie","Radzikowskiego, Azory, Kraków, małopolskie","Walerego Eljasza-Radzikowskiego, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-307, Polska",50.0824413,19.9135696
"Jonatana Warszauera, Kazimierz, Stare Miasto, Kraków, małopolskie","Jonatana Warszauera, Kazimierz, Stare Miasto, Kraków, małopolskie","Jonatana Warszauera, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-057, Polska",50.0527273,19.9463591
"Gardowskiego, Bieżanów-Prokocim, Kraków, małopolskie","Gardowskiego, Bieżanów-Prokocim, Kraków, małopolskie","Ludwika Gardowskiego, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-864, Polska",50.0119264,20.0303666
"Osiedle Dywizjonu 303 62G, Czyżyny, Kraków, małopolskie","Osiedle Dywizjonu 303 62G, Czyżyny, Kraków, małopolskie","Żłobek ""Małe Gwiazdeczki"", 62G, Osiedle Dywizjonu 303, Czyżyny, Kraków, województwo małopolskie, 31-867, Polska",50.079983,20.0109274
